Nature of Offense,Incident Location,City,State,Country,Latitude,Longitude
Bike Theft,515 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97290475,-93.23142055864159
Theft,515 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97290475,-93.23142055864159
Bike Theft,515 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97290475,-93.23142055864159
Theft,515 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97290475,-93.23142055864159
Bike Theft,515 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97290475,-93.23142055864159
Bike Theft,515 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97290475,-93.23142055864159
Bike Theft,516 15th Ave SE,Minneapolis,Minnesota,United States of America,44.981618,-93.2326031
Theft,516 15th Ave SE,Minneapolis,Minnesota,United States of America,44.981618,-93.2326031
Bike Theft,516 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97232665,-93.23146286235955
Theft,516 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97232665,-93.23146286235955
Assault,525 23rd Ave S,Minneapolis,Minnesota,United States of America,44.9688833,-93.2391051259027
Assault,525 23rd Ave S,Minneapolis,Minnesota,United States of America,44.9688833,-93.2391051259027
Assault,525 23rd Ave S,Minneapolis,Minnesota,United States of America,44.9688833,-93.2391051259027
Theft,526 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97250347793163,-93.23126695183498
Theft,526 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97250347793163,-93.23126695183498
Overdose,551 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.97373369387755,-93.23105273469388
Bike Theft,614 Delaware St SE,Minneapolis,Minnesota,United States of America,44.971973000000006,-93.22924919891304
Bike Theft,614 Delaware St SE,Minneapolis,Minnesota,United States of America,44.971973000000006,-93.22924919891304
Bike Theft,614 Delaware St SE,Minneapolis,Minnesota,United States of America,44.971973000000006,-93.22924919891304
Assault,614 Delaware St SE,Minneapolis,Minnesota,United States of America,44.971973000000006,-93.22924919891304
Criminal Sexual Conduct - Rape,614 Delaware St SE,Minneapolis,Minnesota,United States of America,44.971973000000006,-93.22924919891304
Bike Theft,614 Delaware St SE,Minneapolis,Minnesota,United States of America,44.971973000000006,-93.22924919891304
Bike Theft,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97034008080808,-93.2292327979798
Criminal Sexual Conduct - Rape,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97034008080808,-93.2292327979798
Theft,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97034008080808,-93.2292327979798
Bike Theft,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97034008080808,-93.2292327979798
Bike Theft,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97034008080808,-93.2292327979798
Theft,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97034008080808,-93.2292327979798
Bike Theft,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97034008080808,-93.2292327979798
Criminal Sexual Conduct - Rape,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97034008080808,-93.2292327979798
Theft from Person,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97034008080808,-93.2292327979798
Theft,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97034008080808,-93.2292327979798
Theft,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97034008080808,-93.2292327979798
Theft,615 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.97419695,-93.22908931547715
Theft,615 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.97419695,-93.22908931547715
Theft,615 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.97419695,-93.22908931547715
Assault,615 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.97419695,-93.22908931547715
Robbery of Person,615 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.97419695,-93.22908931547715
Assault,615 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.97419695,-93.22908931547715
Criminal Sexual Conduct - Rape,615 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.97419695,-93.22908931547715
Robbery of Person,615 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.97419695,-93.22908931547715
Theft,620 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97015785000001,-93.2289942
Theft,620 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97015785000001,-93.2289942
Burglary,701 15th Ave SE,Minneapolis,Minnesota,United States of America,44.98350395,-93.2324963037343
Burglary,701 15th Ave SE,Minneapolis,Minnesota,United States of America,44.98350395,-93.2324963037343
Bike Theft,701 15th Ave SE,Minneapolis,Minnesota,United States of America,44.98350395,-93.2324963037343
Theft,701 15th Ave SE,Minneapolis,Minnesota,United States of America,44.98350395,-93.2324963037343
Bike Theft,701 15th Ave SE,Minneapolis,Minnesota,United States of America,44.98350395,-93.2324963037343
Bike Theft,701 15th Ave SE,Minneapolis,Minnesota,United States of America,44.98350395,-93.2324963037343
Criminal Sexual Conduct - Rape,701 15th Ave SE,Minneapolis,Minnesota,United States of America,44.98350395,-93.2324963037343
Bike Theft,701 Fulton St SE,Minneapolis,Minnesota,United States of America,44.970334434343435,-93.22832241414142
Theft,701 Fulton St SE,Minneapolis,Minnesota,United States of America,44.970334434343435,-93.22832241414142
Bike Theft,701 Fulton St SE,Minneapolis,Minnesota,United States of America,44.970334434343435,-93.22832241414142
Bike Theft,701 Fulton St SE,Minneapolis,Minnesota,United States of America,44.970334434343435,-93.22832241414142
Theft,701 Fulton St SE,Minneapolis,Minnesota,United States of America,44.970334434343435,-93.22832241414142
Theft,717 Delaware St SE,Minneapolis,Minnesota,United States of America,44.9727733,-93.2280874
Stalking,75 E River Pkwy,Minneapolis,Minnesota,United States of America,44.9768903,-93.23763519248917
Theft from Person,880 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.97356167346938,-93.226053
Bike Theft,9 Pleasant St SE,Minneapolis,Minnesota,United States of America,44.97827965,-93.23449039870243
Bike Theft,9 Pleasant St SE,Minneapolis,Minnesota,United States of America,44.97827965,-93.23449039870243
Bike Theft,9 Pleasant St SE,Minneapolis,Minnesota,United States of America,44.97827965,-93.23449039870243
Bike Theft,9 Pleasant St SE,Minneapolis,Minnesota,United States of America,44.97827965,-93.23449039870243
Hit and Run with Injury,909 Fulton St SE,Minneapolis,Minnesota,United States of America,44.970828600000004,-93.22481015574901
Bike Theft,909 Fulton St SE,Minneapolis,Minnesota,United States of America,44.970828600000004,-93.22481015574901
Assault,909 Fulton St SE,Minneapolis,Minnesota,United States of America,44.970828600000004,-93.22481015574901
Assault,909 Fulton St SE,Minneapolis,Minnesota,United States of America,44.970828600000004,-93.22481015574901
Theft,909 Fulton St SE,Minneapolis,Minnesota,United States of America,44.970828600000004,-93.22481015574901
Stalking,Carlson School of Management,Minneapolis,Minnesota,United States of America,44.970462999999995,-93.24477162344891
Fondling,Centennial Hall,Minneapolis,Minnesota,United States of America,44.971973000000006,-93.22924919891304
Rape; Stalking,Centennial Hall,Minneapolis,Minnesota,United States of America,44.971973000000006,-93.22924919891304
Bike Theft,Church St SE & Pillsbury Dr SE,Minneapolis,Minnesota,United States of America,44.9768943,-93.2336425
Aggravated Assault,Church St SE/ Pillsbury Dr SE,Minneapolis,Minnesota,United States of America,44.9768943,-93.2336425
Fondling,Coffman Memorial Union,Minneapolis,Minnesota,United States of America,44.972813450000004,-93.23533743486294
Fondling,Comstock Hall,Minneapolis,Minnesota,United States of America,44.97237165,-93.23708764779406
Fondling,Comstock Hall,Minneapolis,Minnesota,United States of America,44.97237165,-93.23708764779406
Possession of Firearm / Narcotics Violation /,LWR Heating Plant Rd,Minneapolis,Minnesota,United States of America,,
Stalking x2,Middlebrook Hall,Minneapolis,Minnesota,United States of America,44.9697539,-93.24098805902153
Rape,Pioneer Hall,Minneapolis,Minnesota,United States of America,44.97087415,-93.22941907591556
Robbery of Person,Riverside Ave / 19th Ave S,Minneapolis,Minnesota,United States of America,44.9700725,-93.2457692
Stalking,Sanford Hall,Minneapolis,Minnesota,United States of America,44.9808035,-93.2399556
Rape,Territorial Hall,Minneapolis,Minnesota,United States of America,44.971999,-93.22793933831647
Rape,Territorial Hall,Minneapolis,Minnesota,United States of America,44.971999,-93.22793933831647
Fondling,Walter Library,Minneapolis,Minnesota,United States of America,44.9753648,-93.23629532109919
Assault,Washington Ave SE & Oak St SE,Minneapolis,Minnesota,United States of America,44.9740296,-93.2272544
Stalking,Yudof Hall,Minneapolis,Minnesota,United States of America,44.971893550000004,-93.236191992504
