Nature of Offense,Incident Location,City,State,Country,Latitude,Longitude
Possession of Stolen Firearm / Unlawful,500 Harvard St SE,Minneapolis,Minnesota,United States of America,44.9710574,-93.2310298
Theft,500 Harvard St SE,Minneapolis,Minnesota,United States of America,44.9710574,-93.2310298
Assault,500 Harvard St SE,Minneapolis,Minnesota,United States of America,44.9710574,-93.2310298
Criminal Sexual Conduct - Rape,500 Harvard St SE,Minneapolis,Minnesota,United States of America,44.9710574,-93.2310298
Assault,500 Harvard St SE,Minneapolis,Minnesota,United States of America,44.9710574,-93.2310298
Theft,500 Harvard St SE,Minneapolis,Minnesota,United States of America,44.9710574,-93.2310298
Assault,500 Harvard St SE,Minneapolis,Minnesota,United States of America,44.9710574,-93.2310298
Assault w/ Dangerous Weapon,500 Harvard St SE,Minneapolis,Minnesota,United States of America,44.9710574,-93.2310298
Assault,500 Harvard St SE,Minneapolis,Minnesota,United States of America,44.9710574,-93.2310298
Theft,500 Harvard St SE,Minneapolis,Minnesota,United States of America,44.9710574,-93.2310298
Bike Theft,500 Harvard St SE,Minneapolis,Minnesota,United States of America,44.9710574,-93.2310298
Theft,500 Harvard St SE,Minneapolis,Minnesota,United States of America,44.9710574,-93.2310298
Theft,500 Pillsbury Dr SE,Minneapolis,Minnesota,United States of America,44.9762376,-93.23160349999999
Theft,501 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.9739246,-93.2315077
Stalking,505 Washington Ave S,Minneapolis,Minnesota,United States of America,44.9784735,-93.26092039999999
Bike Theft,515 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97132329999999,-93.220162
Bike Theft,515 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97132329999999,-93.220162
Bike Theft,515 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97132329999999,-93.220162
Bike Theft,515 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97132329999999,-93.220162
Theft,515 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97132329999999,-93.220162
Bike Theft,515 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97132329999999,-93.220162
Theft,515 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97132329999999,-93.220162
Bike Theft,515 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97132329999999,-93.220162
Bike Theft,515 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97132329999999,-93.220162
Bike Theft,516 15th Ave SE,Minneapolis,Minnesota,United States of America,44.981412,-93.2327237
Theft,516 15th Ave SE,Minneapolis,Minnesota,United States of America,44.981412,-93.2327237
Bike Theft,516 Delaware St SE,Minneapolis,Minnesota,United States of America,44.9724789,-93.231281
Theft,516 Delaware St SE,Minneapolis,Minnesota,United States of America,44.9724789,-93.231281
Assault,525 23rd Ave S,Minneapolis,Minnesota,United States of America,44.9687121,-93.2390674
Assault,525 23rd Ave S,Minneapolis,Minnesota,United States of America,44.9687121,-93.2390674
Assault,525 23rd Ave S,Minneapolis,Minnesota,United States of America,44.9687121,-93.2390674
Theft,526 Delaware St SE,Minneapolis,Minnesota,United States of America,44.9722884,-93.2306198
Theft,526 Delaware St SE,Minneapolis,Minnesota,United States of America,44.9722884,-93.2306198
Overdose,551 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.9735932,-93.2311148
Weapons Law Violation,5th St SE / 14th Ave SE,Minneapolis,Minnesota,United States of America,44.9814744,-93.2350077
Bike Theft,614 Delaware St SE,Minneapolis,Minnesota,United States of America,44.9721382,-93.22951809999999
Bike Theft,614 Delaware St SE,Minneapolis,Minnesota,United States of America,44.9721382,-93.22951809999999
Bike Theft,614 Delaware St SE,Minneapolis,Minnesota,United States of America,44.9721382,-93.22951809999999
Assault,614 Delaware St SE,Minneapolis,Minnesota,United States of America,44.9721382,-93.22951809999999
Criminal Sexual Conduct - Rape,614 Delaware St SE,Minneapolis,Minnesota,United States of America,44.9721382,-93.22951809999999
Bike Theft,614 Delaware St SE,Minneapolis,Minnesota,United States of America,44.9721382,-93.22951809999999
Fondling,614 Delaware St SE,Minneapolis,Minnesota,United States of America,44.9721382,-93.22951809999999
Rape,614 Delaware St SE,Minneapolis,Minnesota,United States of America,44.9721382,-93.22951809999999
Bike Theft,615 Fulton Ave SE,Minneapolis,Minnesota,United States of America,44.977753,-93.2650108
Bike Theft,615 Fulton Ave SE,Minneapolis,Minnesota,United States of America,44.977753,-93.2650108
Bike Theft,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.9704306,-93.2289625
Criminal Sexual Conduct - Rape,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.9704306,-93.2289625
Theft,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.9704306,-93.2289625
Bike Theft,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.9704306,-93.2289625
Bike Theft,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.9704306,-93.2289625
Theft,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.9704306,-93.2289625
Bike Theft,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.9704306,-93.2289625
Criminal Sexual Conduct - Rape,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.9704306,-93.2289625
Theft from Person,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.9704306,-93.2289625
Theft,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.9704306,-93.2289625
Theft,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.9704306,-93.2289625
Rape,615 Fulton St SE,Minneapolis,Minnesota,United States of America,44.9704306,-93.2289625
Theft,615 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.974379,-93.2295986
Theft,615 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.974379,-93.2295986
Theft,615 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.974379,-93.2295986
Assault,615 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.974379,-93.2295986
Robbery of Person,615 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.974379,-93.2295986
Assault,615 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.974379,-93.2295986
Criminal Sexual Conduct - Rape,615 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.974379,-93.2295986
Robbery of Person,615 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.974379,-93.2295986
Theft,620 Fulton St SE,Minneapolis,Minnesota,United States of America,44.970153,-93.229082
Theft,620 Fulton St SE,Minneapolis,Minnesota,United States of America,44.970153,-93.229082
Burglary,701 15th Ave SE,Minneapolis,Minnesota,United States of America,44.98336399999999,-93.2320854
Burglary,701 15th Ave SE,Minneapolis,Minnesota,United States of America,44.98336399999999,-93.2320854
Bike Theft,701 15th Ave SE,Minneapolis,Minnesota,United States of America,44.98336399999999,-93.2320854
Theft,701 15th Ave SE,Minneapolis,Minnesota,United States of America,44.98336399999999,-93.2320854
Bike Theft,701 15th Ave SE,Minneapolis,Minnesota,United States of America,44.98336399999999,-93.2320854
Bike Theft,701 15th Ave SE,Minneapolis,Minnesota,United States of America,44.98336399999999,-93.2320854
Criminal Sexual Conduct - Rape,701 15th Ave SE,Minneapolis,Minnesota,United States of America,44.98336399999999,-93.2320854
Bike Theft,701 Fulton Ave SE,Minneapolis,Minnesota,United States of America,44.977753,-93.2650108
Bike Theft,701 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97081540000001,-93.2278302
Theft,701 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97081540000001,-93.2278302
Bike Theft,701 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97081540000001,-93.2278302
Bike Theft,701 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97081540000001,-93.2278302
Theft,701 Fulton St SE,Minneapolis,Minnesota,United States of America,44.97081540000001,-93.2278302
Theft,717 Delaware St SE,Minneapolis,Minnesota,United States of America,44.97281,-93.2276626
Stalking,75 E River Pkwy,Minneapolis,Minnesota,United States of America,44.9766611,-93.23783
Theft,84 Church St SE,Minneapolis,Minnesota,United States of America,44.9763483,-93.2348827
Theft from Person,880 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.9734211,-93.2258775
Bike Theft,89 Church St SE,Minneapolis,Minnesota,United States of America,44.97619359999999,-93.2330712
Theft,89 Church St SE,Minneapolis,Minnesota,United States of America,44.97619359999999,-93.2330712
Bike Theft,89 Church St SE,Minneapolis,Minnesota,United States of America,44.97619359999999,-93.2330712
Bike Theft,9 Pleasant St SE,Minneapolis,Minnesota,United States of America,44.97821219999999,-93.2343286
Bike Theft,9 Pleasant St SE,Minneapolis,Minnesota,United States of America,44.97821219999999,-93.2343286
Bike Theft,9 Pleasant St SE,Minneapolis,Minnesota,United States of America,44.97821219999999,-93.2343286
Bike Theft,9 Pleasant St SE,Minneapolis,Minnesota,United States of America,44.97821219999999,-93.2343286
Hit and Run with Injury,909 Fulton St SE,Minneapolis,Minnesota,United States of America,44.9707762,-93.2248323
Bike Theft,909 Fulton St SE,Minneapolis,Minnesota,United States of America,44.9707762,-93.2248323
Assault,909 Fulton St SE,Minneapolis,Minnesota,United States of America,44.9707762,-93.2248323
Assault,909 Fulton St SE,Minneapolis,Minnesota,United States of America,44.9707762,-93.2248323
Theft,909 Fulton St SE,Minneapolis,Minnesota,United States of America,44.9707762,-93.2248323
Stalking,321 S 19th Ave,Minneapolis,Minnesota,United States of America,44.97039909999999,-93.24472809999999
Bike Theft,Church St SE & Pillsbury Dr SE,Minneapolis,Minnesota,United States of America,44.9769072,-93.23351749999999
Bike Theft,Church St SE / Delaware St SE,Minneapolis,Minnesota,United States of America,44.9724639,-93.23384449999999
Fondling,300 Washington Ave SE,Minneapolis,Minnesota,United States of America,44.9729099,-93.23514259999999
Theft,Fairview Ave N / Larpenteur Ave,Minneapolis,Minnesota,United States of America,44.9916706,-93.1769764
Bike Theft,Huron Blvd SE & University Ave,Minneapolis,Minnesota,United States of America,44.974278,-93.22368759999999
Indecent Conduct,Pillsbury Dr SE / Pleasant St SE,Minneapolis,Minnesota,United States of America,44.9777808,-93.2361176
Bike Theft,Pleasant St SE & Pillsbury Dr SE,Minneapolis,Minnesota,United States of America,44.9777808,-93.2361176
Assault,Pleasant St SE / Pillsbury Dr SE,Minneapolis,Minnesota,United States of America,44.9777808,-93.2361176
Theft,Pleasant St SE / Pillsbury Dr SE,Minneapolis,Minnesota,United States of America,44.9777808,-93.2361176
Bike Theft,Pleasant St SE / Pillsbury Dr SE,Minneapolis,Minnesota,United States of America,44.9777808,-93.2361176
Assault w/dangerous weapon,Pleasant St SE / Pillsbury Dr SE,Minneapolis,Minnesota,United States of America,44.9777808,-93.2361176
Robbery of Person,Riverside Ave / 19th Ave S,Minneapolis,Minnesota,United States of America,44.9695474,-93.2456411
Rape,417 Walnut St SE,Minneapolis,Minnesota,United States of America,44.9720156,-93.2283089
Rape,417 Walnut St SE,Minneapolis,Minnesota,United States of America,44.9720156,-93.2283089
Hit and Run,Univeristy Ave SE / Oak St SE,Minneapolis,Minnesota,United States of America,44.9754997,-93.2265932
Bike Theft,University Ave SE & Pleasant St,Minneapolis,Minnesota,United States of America,44.9789636,-93.2351825
Assault,Washington Ave SE & Oak St SE,Minneapolis,Minnesota,United States of America,44.9735953,-93.22711319999999
